2025-05-30 23:04:47,892 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2025-05-30 23:10:44,665 [Worker-5: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2025-05-30 23:10:49,492 [Worker-5: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.feedbackservice:feedback-service:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\feedback-service\pom.xml.
2025-05-30 23:10:51,320 [Worker-5: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.placeservice:place-service:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\place-service\pom.xml.
2025-05-30 23:10:51,603 [Worker-5: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.serverregistery:server-registery:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\server-registery\pom.xml.
2025-05-30 23:10:52,503 [Worker-5: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.tourplan:tourplan-service:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\tourplan-service\pom.xml.
2025-05-30 23:10:52,868 [Worker-5: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.capgemini:UserService:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\UserService\pom.xml.
2025-05-30 23:10:56,848 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /feedback-service/src/main/java
2025-05-30 23:10:56,850 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /feedback-service/src/main/resources
2025-05-30 23:10:56,852 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /feedback-service/src/main/resources
2025-05-30 23:10:56,854 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /feedback-service/src/test/java
2025-05-30 23:10:56,855 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /feedback-service/src/test/resources
2025-05-30 23:10:57,674 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /place-service/src/main/java
2025-05-30 23:10:57,675 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /place-service/src/main/resources
2025-05-30 23:10:57,677 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /place-service/src/main/resources
2025-05-30 23:10:57,677 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /place-service/src/test/java
2025-05-30 23:10:57,679 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /place-service/src/test/resources
2025-05-30 23:10:58,528 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /server-registery/src/main/java
2025-05-30 23:10:58,529 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /server-registery/src/main/resources
2025-05-30 23:10:58,530 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /server-registery/src/main/resources
2025-05-30 23:10:58,531 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /server-registery/src/test/java
2025-05-30 23:10:58,533 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /server-registery/src/test/resources
2025-05-30 23:10:59,700 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /tourplan-service/src/main/java
2025-05-30 23:10:59,702 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /tourplan-service/src/main/resources
2025-05-30 23:10:59,703 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /tourplan-service/src/main/resources
2025-05-30 23:10:59,703 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /tourplan-service/src/test/java
2025-05-30 23:10:59,704 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /tourplan-service/src/test/resources
2025-05-30 23:11:01,014 [Worker-5: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /UserService/src/main/java
